"商品ID","会員ID／社員記号","管理番号","商品番号","グルーピング","大カテゴリ","中カテゴリ","分類１","分類２","分類３","分類４","分類５","分類６","分類７","分類８","分類９","分類１０","分類１１","分類１２","分類１３","分類１４","分類１５","分類１６","分類１７","分類１８","分類１９","分類２０","商品名","表示商品名","指値","定価","買取方法","買取店舗","買取担当者","買取日","買取価格","買取取引先","出品ステータス","結果ステータス","落札価格","落札日","落札ID","見込価格","出品日","出品場所","目玉ステータス","見込粗利","粗利益率","修繕費","実売粗利","売価予実差異金額","棚（箱）番号","移動先","移動日","移動責任者","移動理由","精算ステータス","精算ステータス変更者","支払ステータス","支払ステータス変更者","配送ステータス","配送ステータス変更者","配送日","一覧-メイン画像","詳細-メイン画像","詳細-メイン拡大画像","登録NO","登録日","更新NO","更新日","サブカテゴリ","スタート値","分類２１","分類２２","分類２３","分類２４","分類２５","ジャンル課見込価格","商品ランク","付属品管理番号１","付属品管理番号２"
"","101","A0060885","1043","","2","リング","","","","","","","","","","ソーティング","","","","","","","","","","","サファイア ダイヤ リング Pt900 9.7g 3.98 D0.73","サファイア ダイヤ リング Pt900 9.7g 3.98 D0.73","","","0.店頭買取","79.NANBOYA藤沢ODAKYU湘南GATE店_E","戸松 里菜","2019-10-06 00:00:00","67000","","1","","","","","170000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","125000","","A0060885-1",""
"","101","FH021857","1044","","2","リング","","","","","","","","","","","","","","","","","","","","","主石なし ダイヤ リング Pt900 7.1g D1.08","主石なし ダイヤ リング Pt900 7.1g D1.08","","","0.店頭買取","06.NANBOYA銀座店_E","石川 直人","2019-09-01 00:00:00","40000","","1","","","","","50000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","30000","","",""
"","101","CR022734","1045","","2","リング","","","","","","","","","","","","","","","","","","","","","ルビー ダイヤ リング Pt900 5.6g 1.11 0.55","ルビー ダイヤ リング Pt900 5.6g 1.11 0.55","","","0.店頭買取","69.NANBOYA天満橋京阪シティモール店_W","芳林 翼","2019-10-17 00:00:00","25000","","1","","","","","35000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","50000","","",""
"","101","A0065321","1046","","2","リング","","","","","","","","","","","","","","","","","","","","","マルチカラー ダイヤ リング K18 16.5g 3.95 2.05 D0.05 カケ","マルチカラー ダイヤ リング K18 16.5g 3.95 2.05 D0.05 カケ","","","0.店頭買取","66.NANBOYA池袋東武ホープセンター店_E","鈴木 純人","2019-10-17 00:00:00","52000","","1","","","","","66000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","65000","","",""
"","101","VX006579","1047","","2","リング","","","","","","","","","","","","","","","","","","","","","パール ダイヤ リング Pt900 11.1g 0.80 10.0mm","パール ダイヤ リング Pt900 11.1g 0.80 10.0mm","","","0.店頭買取","23.NANBOYA吉祥寺店_E","大村 信悟","2019-10-17 00:00:00","21800","","1","","","","","40000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","40000","","",""
"","101","XM004432","1048","","2","リング","","","","","","","","","","","","","","","","","","","","","サファイア ダイヤ リング Pt900 7.9g 2.41 0.40","サファイア ダイヤ リング Pt900 7.9g 2.41 0.40","","","0.店頭買取","66.NANBOYA池袋東武ホープセンター店_E","土江 真由","2019-10-14 00:00:00","22000","","1","","","","","40000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","50000","","",""
"","101","ES010525","1049","","2","リング","","","","","","","","","","","","","","","","","","","","","ダイヤ リング K18 4.4g 1.016","ダイヤ リング K18 4.4g 1.016","41000","","2.宅配買取","TE.NANBOYA宅配_関東_E","海老澤 忠良","2019-10-16 00:00:00","46604","","1","","","","","55000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","34000","","",""
"","101","NU024479","1050","","2","リング","","","","","","","","","","","","","","","","","","","","","ダイヤ リング K18 9.4g 065","ダイヤ リング K18 9.4g 065","","","0.店頭買取","83.NANBOYAアトレ松戸店_E","西内 良和","2019-10-17 00:00:00","30000","","1","","","","","46000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","55000","","",""
"","101","EN013656","1051","","2","ネックレス","","","","","","","","","","","","","","","","","","","","","ダイヤ ネックレス Pt900×Pt850 11.9g 3.29","ダイヤ ネックレス Pt900×Pt850 11.9g 3.29","","","0.店頭買取","48.NANBOYA神戸 三宮駅前店_W","川崎 翔矢","2019-10-16 00:00:00","130000","","1","","","","","180000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","155000","","",""
"","101","FP018116","1052","","2","ネックレス","","","","","","","","","","","","","","","","","","","","","ダイヤ ネックレス Pt900×Pt850 5.9g 0.17","ダイヤ ネックレス Pt900×Pt850 5.9g 0.17","","","0.店頭買取","36.NANBOYA千葉柏店_E","原田 翔圭","2019-10-16 00:00:00","14000","","1","","","","","20000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","23000","","",""
"","101","XY006970","1053","","2","","","","","","","","","","","","","","","","","","","","","","ダイヤ ネックレス Pt900×Pt850 2.3g 0.30 石目保証なし","ダイヤ ネックレス Pt900×Pt850 2.3g 0.30 石目保証なし","","","XY.セット商品","XY.セット商品","","2019-10-07 00:00:00","16000","","1","","","","","31500","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","27000","","",""
